cycle,branch,state,forecastdate,candidate,win_prob_lite,win_prob_classic,win_prob_deluxe
2018,Governor,CT,10/29/2018,Bob Stefanowski,0.2357,0.1822,0.1918
2018,Governor,CT,10/28/2018,Bob Stefanowski,0.2369,0.1872,0.1962
2018,Governor,CT,10/27/2018,Bob Stefanowski,0.2387,0.1868,0.1961
2018,Governor,CT,10/26/2018,Bob Stefanowski,0.2318,0.1825,0.1902
2018,Governor,CT,10/25/2018,Bob Stefanowski,0.2323,0.1833,0.1906
2018,Governor,CT,10/24/2018,Bob Stefanowski,0.2324,0.1844,0.19
2018,Governor,CT,10/23/2018,Bob Stefanowski,0.2291,0.1794,0.1862
2018,Governor,CT,10/22/2018,Bob Stefanowski,0.2141,0.1686,0.1784
2018,Governor,CT,10/21/2018,Bob Stefanowski,0.2165,0.172,0.1793
2018,Governor,CT,10/20/2018,Bob Stefanowski,0.2202,0.1773,0.1849
2018,Governor,CT,10/19/2018,Bob Stefanowski,0.2217,0.1757,0.1834
2018,Governor,CT,10/18/2018,Bob Stefanowski,0.2211,0.178,0.186
2018,Governor,CT,10/17/2018,Bob Stefanowski,0.2231,0.1792,0.1848
2018,Governor,CT,10/16/2018,Bob Stefanowski,0.2331,0.1847,0.19
2018,Governor,CT,10/13/2018,Bob Stefanowski,0.1946,0.1457,0.1658
2018,Governor,CT,10/12/2018,Bob Stefanowski,0.1978,0.1489,0.1696
2018,Governor,CT,10/11/2018,Bob Stefanowski,0.1958,0.1479,0.1696
2018,Governor,FL,11/6/2018,Ron DeSantis,0.1872,0.2278,0.2217
2018,Governor,FL,11/5/2018,Ron DeSantis,0.1855,0.2281,0.2222
2018,Governor,FL,11/4/2018,Ron DeSantis,0.2037,0.2431,0.2781
2018,Governor,FL,11/3/2018,Ron DeSantis,0.1971,0.2372,0.2735
2018,Governor,FL,11/2/2018,Ron DeSantis,0.1945,0.2428,0.278
2018,Governor,FL,11/1/2018,Ron DeSantis,0.1955,0.2426,0.2764
2018,Governor,FL,10/31/2018,Ron DeSantis,0.1753,0.2257,0.2629
2018,Governor,FL,10/30/2018,Ron DeSantis,0.1746,0.2236,0.2622
2018,Governor,FL,10/29/2018,Ron DeSantis,0.1714,0.2196,0.2594
2018,Governor,FL,10/28/2018,Ron DeSantis,0.1703,0.2176,0.2596
2018,Governor,FL,10/27/2018,Ron DeSantis,0.167,0.2136,0.2542
2018,Governor,FL,10/26/2018,Ron DeSantis,0.1706,0.2173,0.2564
2018,Governor,FL,10/25/2018,Ron DeSantis,0.1542,0.2009,0.2435
2018,Governor,FL,10/24/2018,Ron DeSantis,0.1507,0.2003,0.2397
2018,Governor,FL,10/23/2018,Ron DeSantis,0.1732,0.2184,0.2548
2018,Governor,FL,10/22/2018,Ron DeSantis,0.1699,0.2142,0.2481
2018,Governor,FL,10/21/2018,Ron DeSantis,0.1838,0.2233,0.2581
2018,Governor,FL,10/20/2018,Ron DeSantis,0.2503,0.2842,0.3016
2018,Governor,FL,10/19/2018,Ron DeSantis,0.2553,0.2879,0.3046
2018,Governor,FL,10/18/2018,Ron DeSantis,0.2598,0.2926,0.3094
2018,Governor,FL,10/17/2018,Ron DeSantis,0.2686,0.2992,0.3128
2018,Governor,FL,10/16/2018,Ron DeSantis,0.2452,0.2822,0.2989
2018,Governor,FL,10/13/2018,Ron DeSantis,0.2548,0.2924,0.3104
2018,Governor,FL,10/12/2018,Ron DeSantis,0.2508,0.288,0.3078
2018,Governor,FL,10/11/2018,Ron DeSantis,0.2547,0.2956,0.3148
2018,Governor,GA,11/6/2018,Brian Kemp,0.6788,0.6776,0.6591
2018,Governor,GA,11/5/2018,Brian Kemp,0.6816,0.6786,0.6609
2018,Governor,GA,11/4/2018,Brian Kemp,0.7008,0.6958,0.6698
2018,Governor,GA,11/3/2018,Brian Kemp,0.5677,0.5824,0.59
2018,Governor,GA,11/2/2018,Brian Kemp,0.5707,0.5734,0.5858
2018,Governor,GA,11/1/2018,Brian Kemp,0.5513,0.5573,0.5735
2018,Governor,GA,10/31/2018,Brian Kemp,0.5681,0.5723,0.5818
2018,Governor,GA,10/30/2018,Brian Kemp,0.5601,0.564,0.5723
2018,Governor,GA,10/29/2018,Brian Kemp,0.5753,0.5761,0.5794
2018,Governor,GA,10/28/2018,Brian Kemp,0.5771,0.5785,0.5828
2018,Governor,GA,10/27/2018,Brian Kemp,0.5775,0.5811,0.5851
2018,Governor,GA,10/26/2018,Brian Kemp,0.5753,0.579,0.5808
2018,Governor,GA,10/25/2018,Brian Kemp,0.5732,0.5779,0.5788
2018,Governor,GA,10/24/2018,Brian Kemp,0.5725,0.5756,0.5746
2018,Governor,GA,10/23/2018,Brian Kemp,0.5509,0.5543,0.5578
2018,Governor,GA,10/22/2018,Brian Kemp,0.5473,0.5555,0.5576
2018,Governor,GA,10/21/2018,Brian Kemp,0.5594,0.5632,0.5654
2018,Governor,GA,10/20/2018,Brian Kemp,0.5604,0.5672,0.5684
2018,Governor,GA,10/19/2018,Brian Kemp,0.5628,0.5685,0.5696
2018,Governor,GA,10/18/2018,Brian Kemp,0.5615,0.5669,0.5667
2018,Governor,GA,10/17/2018,Brian Kemp,0.5616,0.5639,0.5644
2018,Governor,GA,10/16/2018,Brian Kemp,0.534,0.5609,0.5621
2018,Governor,GA,10/13/2018,Brian Kemp,0.5493,0.5738,0.5771
2018,Governor,GA,10/12/2018,Brian Kemp,0.5463,0.5708,0.5751
2018,Governor,GA,10/11/2018,Brian Kemp,0.5414,0.5665,0.5707
2018,Governor,HI,11/6/2018,Andria Tupola,0.0097,0.0015,0.0011
2018,Governor,HI,11/5/2018,Andria Tupola,0.0102,0.0015,0.0011
2018,Governor,HI,11/4/2018,Andria Tupola,0.01,0.0014,0.001
2018,Governor,HI,11/3/2018,Andria Tupola,0.0103,0.0017,0.0012
2018,Governor,HI,11/2/2018,Andria Tupola,0.0105,0.0013,0.001
2018,Governor,HI,11/1/2018,Andria Tupola,0.0103,0.0016,0.0013
2018,Governor,HI,10/31/2018,Andria Tupola,0.012,0.0016,0.0012
2018,Governor,HI,10/30/2018,Andria Tupola,0.0118,0.0017,0.0012
2018,Governor,HI,10/29/2018,Andria Tupola,0.0114,0.0019,0.0015
2018,Governor,HI,10/28/2018,Andria Tupola,0.0109,0.0017,0.0012
2018,Governor,HI,10/27/2018,Andria Tupola,0.0119,0.0019,0.0014
2018,Governor,HI,10/26/2018,Andria Tupola,0.0116,0.0018,0.0013
2018,Governor,HI,10/25/2018,Andria Tupola,0.0114,0.0017,0.0011
2018,Governor,HI,10/24/2018,Andria Tupola,0.0111,0.0017,0.0011
2018,Governor,HI,10/23/2018,Andria Tupola,0.011,0.0018,0.0014
2018,Governor,HI,10/22/2018,Andria Tupola,0.0107,0.0019,0.0012
2018,Governor,HI,10/21/2018,Andria Tupola,0.0116,0.0018,0.0012
2018,Governor,HI,10/20/2018,Andria Tupola,0.0119,0.0019,0.0012
2018,Governor,HI,10/19/2018,Andria Tupola,0.0118,0.0019,0.0013
2018,Governor,HI,10/18/2018,Andria Tupola,0.0108,0.002,0.0015
2018,Governor,HI,10/17/2018,Andria Tupola,0.0153,0.0012,0.0008
2018,Governor,HI,10/16/2018,Andria Tupola,0.0145,0.0011,0.0008
2018,Governor,HI,10/13/2018,Andria Tupola,0.0152,0.0012,0.0009
2018,Governor,HI,10/12/2018,Andria Tupola,0.0148,0.0013,0.001
2018,Governor,HI,10/11/2018,Andria Tupola,0.0162,0.0012,0.001
2018,Governor,IA,11/6/2018,Kim Reynolds,0.4222,0.4268,0.3638
2018,Governor,IA,11/5/2018,Kim Reynolds,0.4324,0.4388,0.3695
2018,Governor,IA,11/4/2018,Kim Reynolds,0.4764,0.4763,0.4442
2018,Governor,IA,11/3/2018,Kim Reynolds,0.4729,0.4724,0.4389
2018,Governor,IA,11/2/2018,Kim Reynolds,0.6122,0.3906,0.3904
2018,Governor,IA,11/1/2018,Kim Reynolds,0.2765,0.1578,0.2221
2018,Governor,IA,10/31/2018,Kim Reynolds,0.27,0.1555,0.2364
2018,Governor,IA,10/30/2018,Kim Reynolds,0.2703,0.1535,0.2369
2018,Governor,IA,10/29/2018,Kim Reynolds,0.268,0.1514,0.2344
2018,Governor,IA,10/28/2018,Kim Reynolds,0.2828,0.158,0.243
2018,Governor,IA,10/27/2018,Kim Reynolds,0.2822,0.1603,0.2413
2018,Governor,IA,10/26/2018,Kim Reynolds,0.2789,0.1568,0.2388
2018,Governor,IA,10/25/2018,Kim Reynolds,0.2827,0.1622,0.2397
2018,Governor,IA,10/24/2018,Kim Reynolds,0.2807,0.1587,0.2402
2018,Governor,IA,10/23/2018,Kim Reynolds,0.2547,0.1464,0.2259
2018,Governor,IA,10/22/2018,Kim Reynolds,0.2525,0.1441,0.224
2018,Governor,IA,10/21/2018,Kim Reynolds,0.2583,0.1476,0.2282
2018,Governor,IA,10/20/2018,Kim Reynolds,0.2606,0.148,0.2301
2018,Governor,IA,10/19/2018,Kim Reynolds,0.2667,0.1519,0.2349
2018,Governor,IA,10/18/2018,Kim Reynolds,0.2659,0.154,0.2342
2018,Governor,IA,10/17/2018,Kim Reynolds,0.2593,0.1498,0.2286
2018,Governor,IA,10/16/2018,Kim Reynolds,0.2633,0.1526,0.2312
2018,Governor,IA,10/13/2018,Kim Reynolds,0.2877,0.1661,0.2475
2018,Governor,IA,10/12/2018,Kim Reynolds,0.285,0.1629,0.2449
2018,Governor,IA,10/11/2018,Kim Reynolds,0.2854,0.1663,0.2481
2018,Governor,ID,11/6/2018,Brad Little,0.9328,0.9826,0.9891
2018,Governor,ID,11/5/2018,Brad Little,0.9331,0.9817,0.9884
2018,Governor,ID,11/4/2018,Brad Little,0.8158,0.9515,0.9716
2018,Governor,ID,11/3/2018,Brad Little,0.825,0.9528,0.9717
2018,Governor,ID,11/2/2018,Brad Little,0.8276,0.9501,0.971
2018,Governor,ID,11/1/2018,Brad Little,0.8232,0.9492,0.9708
2018,Governor,ID,10/31/2018,Brad Little,0.8324,0.9505,0.9712
2018,Governor,ID,10/30/2018,Brad Little,0.8223,0.9477,0.9696
2018,Governor,ID,10/29/2018,Brad Little,0.8301,0.9489,0.9706
2018,Governor,ID,10/28/2018,Brad Little,0.8371,0.9503,0.9712
2018,Governor,ID,10/27/2018,Brad Little,0.8397,0.9491,0.9702
2018,Governor,ID,10/26/2018,Brad Little,0.8411,0.9505,0.9711
2018,Governor,ID,10/25/2018,Brad Little,0.8395,0.9523,0.9712
2018,Governor,ID,10/24/2018,Brad Little,0.8407,0.95,0.9702
2018,Governor,ID,10/23/2018,Brad Little,0.8312,0.9452,0.9672
2018,Governor,ID,10/22/2018,Brad Little,0.8293,0.9454,0.9679
2018,Governor,ID,10/21/2018,Brad Little,0.8498,0.9514,0.9714
2018,Governor,ID,10/20/2018,Brad Little,0.8554,0.9537,0.9726
2018,Governor,ID,10/19/2018,Brad Little,0.8564,0.9536,0.9718
2018,Governor,ID,10/18/2018,Brad Little,0.8551,0.9529,0.9715
2018,Governor,ID,10/17/2018,Brad Little,0.8529,0.9521,0.971
2018,Governor,ID,10/16/2018,Brad Little,0.8478,0.9514,0.9697
2018,Governor,ID,10/13/2018,Brad Little,0.845,0.954,0.9723
2018,Governor,ID,10/12/2018,Brad Little,0.8445,0.9547,0.972
2018,Governor,ID,10/11/2018,Brad Little,0.8313,0.9531,0.9701
2018,Governor,IL,11/6/2018,Bruce Rauner,0.0342,0.1603,0.1241
2018,Governor,IL,11/5/2018,Bruce Rauner,0.0345,0.1611,0.125
2018,Governor,IL,11/4/2018,Bruce Rauner,0.0361,0.1641,0.1247
2018,Governor,IL,11/3/2018,Bruce Rauner,0.0207,0.0867,0.0749
2018,Governor,IL,11/2/2018,Bruce Rauner,0.0188,0.085,0.0729
2018,Governor,IL,11/1/2018,Bruce Rauner,0.0205,0.0872,0.0747
2018,Governor,IL,10/31/2018,Bruce Rauner,0.0206,0.0886,0.0753
2018,Governor,IL,10/30/2018,Bruce Rauner,0.0192,0.0858,0.0727
2018,Governor,IL,10/29/2018,Bruce Rauner,0.0191,0.0862,0.0739
2018,Governor,IL,10/28/2018,Bruce Rauner,0.0185,0.0849,0.0732
2018,Governor,IL,10/27/2018,Bruce Rauner,0.0199,0.0861,0.0746
2018,Governor,IL,10/26/2018,Bruce Rauner,0.0184,0.0844,0.0721
2018,Governor,IL,10/25/2018,Bruce Rauner,0.0189,0.0877,0.0752
2018,Governor,IL,10/24/2018,Bruce Rauner,0.0194,0.0885,0.0748
2018,Governor,IL,10/23/2018,Bruce Rauner,0.0209,0.0881,0.0733
2018,Governor,IL,10/22/2018,Bruce Rauner,0.0197,0.0894,0.0744
2018,Governor,IL,10/21/2018,Bruce Rauner,0.0202,0.0898,0.0748
2018,Governor,IL,10/20/2018,Bruce Rauner,0.0203,0.0884,0.0741
2018,Governor,IL,10/19/2018,Bruce Rauner,0.0213,0.0911,0.0757
2018,Governor,IL,10/18/2018,Bruce Rauner,0.0204,0.0915,0.0763
2018,Governor,IL,10/17/2018,Bruce Rauner,0.0206,0.0909,0.0752
2018,Governor,IL,10/16/2018,Bruce Rauner,0.0215,0.0944,0.0775
2018,Governor,IL,10/13/2018,Bruce Rauner,0.0221,0.0968,0.081
2018,Governor,IL,10/12/2018,Bruce Rauner,0.022,0.0964,0.0797
2018,Governor,IL,10/11/2018,Bruce Rauner,0.0226,0.097,0.0918
2018,Governor,KS,11/6/2018,Kris Kobach,0.4641,0.5715,0.4996
2018,Governor,KS,11/5/2018,Kris Kobach,0.4676,0.5757,0.5025
2018,Governor,KS,11/4/2018,Kris Kobach,0.4716,0.5804,0.5493
2018,Governor,KS,11/3/2018,Kris Kobach,0.4675,0.5762,0.5453
2018,Governor,KS,11/2/2018,Kris Kobach,0.4717,0.5799,0.549
2018,Governor,KS,11/1/2018,Kris Kobach,0.4765,0.582,0.5493
2018,Governor,KS,10/31/2018,Kris Kobach,0.4739,0.5815,0.5778
2018,Governor,KS,10/30/2018,Kris Kobach,0.5234,0.6506,0.621
2018,Governor,KS,10/29/2018,Kris Kobach,0.5029,0.6599,0.6265
2018,Governor,KS,10/28/2018,Kris Kobach,0.5126,0.668,0.6339
2018,Governor,KS,10/27/2018,Kris Kobach,0.5095,0.6698,0.6345
2018,Governor,KS,10/26/2018,Kris Kobach,0.5077,0.6651,0.6292
2018,Governor,KS,10/25/2018,Kris Kobach,0.5163,0.6725,0.633
2018,Governor,KS,10/24/2018,Kris Kobach,0.5147,0.6697,0.6693
2018,Governor,KS,10/23/2018,Kris Kobach,0.5089,0.6654,0.6668
2018,Governor,KS,10/22/2018,Kris Kobach,0.4667,0.6092,0.6269
2018,Governor,KS,10/21/2018,Kris Kobach,0.4798,0.6165,0.6335
2018,Governor,KS,10/20/2018,Kris Kobach,0.4819,0.6208,0.6368
2018,Governor,KS,10/19/2018,Kris Kobach,0.4791,0.6157,0.6307
2018,Governor,KS,10/18/2018,Kris Kobach,0.4828,0.6177,0.6316
2018,Governor,KS,10/17/2018,Kris Kobach,0.4765,0.6177,0.6331
